Дата операции;Номер пп;Тип операции;Наименование контрагента;ИНН контрагента;КПП контрагента;Расчетный счет контрагента;БИК банка контрагента;Банк контрагента;Назначение платежа;Сумма дебет (руб.);Сумма кредит (руб.);Валюта;Остаток на конец дня (руб.);Категория
20.03.2025;153;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;29584.00;RUB;277097.00;Выручка
21.03.2025;154;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;59101.00;RUB;336198.00;Выручка
21.03.2025;155;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 21.03.2025. В т.ч. НДС;57403.00;;RUB;278795.00;Продукты
22.03.2025;156;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;75888.00;RUB;354683.00;Выручка
23.03.2025;157;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;64108.00;RUB;418791.00;Выручка
24.03.2025;158;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;24145.00;RUB;442936.00;Выручка
24.03.2025;159;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 24.03.2025. В т.ч. НДС;74721.00;;RUB;368215.00;Продукты
25.03.2025;160;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;54475.00;RUB;422690.00;Выручка
25.03.2025;161;Расход;ООО «Кафе Уют» // Николаев Р. А.;;;;;;зарплата за 03.2025;30829.00;;RUB;391861.00;Зарплата
25.03.2025;162;Расход;ООО «Кафе Уют» // Егорова Т. С.;;;;;;зарплата за 03.2025;23722.00;;RUB;368139.00;Зарплата
25.03.2025;163;Расход;ООО «Кафе Уют» // Павлов Д. И.;;;;;;зарплата за 03.2025;20461.00;;RUB;347678.00;Зарплата
25.03.2025;164;Расход;ООО «Кафе Уют» // Сидорова М. В.;;;;;;зарплата за 03.2025;27896.00;;RUB;319782.00;Зарплата
25.03.2025;165;Расход;ООО «Кафе Уют» // Козлов А. А.;;;;;;зарплата за 03.2025;25745.00;;RUB;294037.00;Зарплата
25.03.2025;166;Расход;ООО «Кафе Уют» // Белова Ю. Н.;;;;;;зарплата за 03.2025;20406.00;;RUB;273631.00;Зарплата
25.03.2025;167;Расход;УФК по г. Москве (ИФНС России);7727406020;770801001;40101810045250010041;004525988;ГУ Банка России по ЦФО//УФК по г. Москве;Авансовый платёж по УСН за квартал;78000.00;;RUB;195631.00;Налоги
26.03.2025;168;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;22577.00;RUB;218208.00;Выручка
26.03.2025;169;Расход;ООО «Мясной Двор»;5044119988;504401001;;;;Оплата за продукты питания, накладная от 26.03.2025. В т.ч. НДС;73962.00;;RUB;144246.00;Продукты
27.03.2025;170;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;31715.00;RUB;175961.00;Выручка
28.03.2025;171;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;55396.00;RUB;231357.00;Выручка
28.03.2025;172;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 28.03.2025. В т.ч. НДС;38417.00;;RUB;192940.00;Продукты
28.03.2025;173;Расход;УФК по г. Москве (ИФНС России);7727406020;770801001;40101810045250010041;004525988;ГУ Банка России по ЦФО//УФК по г. Москве;НДФЛ за 03.2025;30000.00;;RUB;162940.00;Налоги
28.03.2025;174;Расход;СФР по г. Москве и МО;7703363868;770801001;;;;Страховые взносы за 03.2025;95000.00;;RUB;67940.00;Взносы
29.03.2025;175;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;69360.00;RUB;137300.00;Выручка
30.03.2025;176;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;42399.00;RUB;179699.00;Выручка
31.03.2025;177;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;37884.00;RUB;217583.00;Выручка
31.03.2025;178;Расход;ООО «Мясной Двор»;5044119988;504401001;;;;Оплата за продукты питания, накладная от 31.03.2025. В т.ч. НДС;32030.00;;RUB;185553.00;Продукты
