Дата операции,Номер пп,Тип операции,Наименование контрагента,ИНН контрагента,КПП контрагента,Расчетный счет контрагента,БИК банка контрагента,Банк контрагента,Назначение платежа,Сумма дебет (руб.),Сумма кредит (руб.),Валюта,Остаток на конец дня (руб.),Категория
20.03.2025,153,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,54047.00,RUB,302536.00,Выручка
21.03.2025,154,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,81234.00,RUB,383770.00,Выручка
21.03.2025,155,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 21.03.2025. В т.ч. НДС",30206.00,,RUB,353564.00,Продукты
22.03.2025,156,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,37752.00,RUB,391316.00,Выручка
23.03.2025,157,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,63948.00,RUB,455264.00,Выручка
24.03.2025,158,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,22903.00,RUB,478167.00,Выручка
24.03.2025,159,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 24.03.2025. В т.ч. НДС",67416.00,,RUB,410751.00,Продукты
25.03.2025,160,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,28597.00,RUB,439348.00,Выручка
25.03.2025,161,Расход,ООО «Кафе Уют» // Николаев Р. А.,,,,,,зарплата за 03.2025,24073.00,,RUB,415275.00,Зарплата
25.03.2025,162,Расход,ООО «Кафе Уют» // Егорова Т. С.,,,,,,зарплата за 03.2025,31914.00,,RUB,383361.00,Зарплата
25.03.2025,163,Расход,ООО «Кафе Уют» // Павлов Д. И.,,,,,,зарплата за 03.2025,32160.00,,RUB,351201.00,Зарплата
25.03.2025,164,Расход,ООО «Кафе Уют» // Сидорова М. В.,,,,,,зарплата за 03.2025,25300.00,,RUB,325901.00,Зарплата
25.03.2025,165,Расход,ООО «Кафе Уют» // Козлов А. А.,,,,,,зарплата за 03.2025,29757.00,,RUB,296144.00,Зарплата
25.03.2025,166,Расход,ООО «Кафе Уют» // Белова Ю. Н.,,,,,,зарплата за 03.2025,29579.00,,RUB,266565.00,Зарплата
25.03.2025,167,Расход,УФК по г. Москве (ИФНС России),7727406020,770801001,40101810045250010041,004525988,ГУ Банка России по ЦФО//УФК по г. Москве,Авансовый платёж по УСН за квартал,78000.00,,RUB,188565.00,Налоги
26.03.2025,168,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,29306.00,RUB,217871.00,Выручка
26.03.2025,169,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 26.03.2025. В т.ч. НДС",31056.00,,RUB,186815.00,Продукты
27.03.2025,170,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,23967.00,RUB,210782.00,Выручка
28.03.2025,171,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,66561.00,RUB,277343.00,Выручка
28.03.2025,172,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 28.03.2025. В т.ч. НДС",78226.00,,RUB,199117.00,Продукты
28.03.2025,173,Расход,УФК по г. Москве (ИФНС России),7727406020,770801001,40101810045250010041,004525988,ГУ Банка России по ЦФО//УФК по г. Москве,НДФЛ за 03.2025,30000.00,,RUB,169117.00,Налоги
28.03.2025,174,Расход,СФР по г. Москве и МО,7703363868,770801001,,,,Страховые взносы за 03.2025,95000.00,,RUB,74117.00,Взносы
29.03.2025,175,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,69930.00,RUB,144047.00,Выручка
30.03.2025,176,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,43891.00,RUB,187938.00,Выручка
31.03.2025,177,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,33290.00,RUB,221228.00,Выручка
31.03.2025,178,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 31.03.2025. В т.ч. НДС",69922.00,,RUB,151306.00,Продукты
